"id" "baseMean" "baseMeanA" "baseMeanB" "foldChange" "log2FoldChange" "DESeq_pval" "DESeq_padj" "samples" "DGEClust_pval" "DGEClust_padj"
"110" "cluster_209" 2053.77363909693 2867.76635910397 1239.78091908988 0.432315873695251 -1.20984228506812 1.00338995487827e-05 2.91074228859402e-05 "KRAUS_UNC" 0 0
"112" "cluster_212" 2827.3384994417 1445.95186439537 4208.72513448804 2.91069518849296 1.54136376660792 0.00290190323524576 0.00551495053579571 "KRAUS_UNC" 0.000499937507811524 7.73974367866422e-06
"113" "cluster_214" 1061.22099804026 1276.93407416062 845.507921919894 0.662139055593518 -0.594793866150674 0.0643204711909501 0.0934482279957849 "KRAUS_UNC" 0.126609173853268 0.0116556721969856
"116" "cluster_221" 393.125738504747 582.236154773038 204.015322236456 0.350399611161185 -1.51292692090759 5.96947453286893e-08 2.40352596377863e-07 "KRAUS_UNC" 0.153980752405949 0.0155408817509818
"117" "cluster_229" 160.868778290695 94.2626898887411 227.474866692648 2.41320152184431 1.27094839728833 1.83661151818113e-05 5.12064782807167e-05 "KRAUS_UNC" 0 0
"118" "cluster_235" 148.294216697765 179.567029889522 117.021403506008 0.651686468156238 -0.617750056242046 0.0167791685655833 0.0276219396302222 "KRAUS_UNC" 0.477315335583052 0.0607120905027216
"119" "cluster_236" 194.511762166709 364.845496193088 24.1780281403295 0.0662692246241507 -3.91551715035792 2.51367278928105e-33 1.54921622960427e-31 "KRAUS_UNC" 0 0
"120" "cluster_237" 411.668656587109 546.031106784809 277.306206389408 0.507857891141529 -0.977503236525812 0.000114038239628045 0.000278302421544511 "KRAUS_UNC" 0 0
"122" "cluster_240" 4206.96246907799 2603.76850909204 5810.15642906394 2.23144123940956 1.15797581657024 0.0288862108087505 0.0453529647245321 "KRAUS_UNC" 0.0381202349706287 0.00308801359203286
"123" "cluster_245" 521.61037737131 802.497344137847 240.723410604774 0.299967859536522 -1.73712016540391 5.48190393889777e-11 3.29476963855395e-10 "KRAUS_UNC" 0 0
"126" "cluster_248" 29596.0078838822 39546.9021433922 19645.1136243722 0.496754804033485 -1.00939417528001 0.0289815086147283 0.0454721035120771 "KRAUS_UNC" 0.546306711661042 0.0757000099572405
"127" "cluster_249" 2767.84190947661 4711.11601016647 824.567808786754 0.175026003818916 -2.51435881400925 4.28034804025811e-08 1.76696388547905e-07 "KRAUS_UNC" 0 0
"128" "cluster_251" 205.15861386111 100.007175304283 310.310052417937 3.1028778832497 1.63360691932979 6.23525555708122e-06 1.85946118608033e-05 "KRAUS_UNC" 0 0
"129" "cluster_253" 459.015474260063 672.212577625715 245.81837089441 0.365685467776655 -1.4513247993077 2.95071241450838e-06 9.24284682315464e-06 "KRAUS_UNC" 0.00687414073240845 0.000432353047584019
"130" "cluster_255" 359.075136993864 101.904382013688 616.24589197404 6.04729531543856 2.5962900337134 7.51605982275066e-18 1.0477745300525e-16 "KRAUS_UNC" 0 0
"131" "cluster_256" 1464.56037250048 1158.47051979144 1770.65022520953 1.52843787991109 0.612057918161814 0.0451978920818789 0.0682045510668559 "KRAUS_UNC" 0.0922384701912261 0.00813233004062092
"132" "cluster_257" 767.447586009043 57.1522859496371 1477.74288606845 25.8562341210751 4.6924402613549 3.25168405982581e-18 4.71058395965694e-17 "KRAUS_UNC" 0.000624921884764404 1.45445330181854e-05
"133" "cluster_259" 1331.28111943753 579.378358228466 2083.18388064659 3.59555004266336 1.84621248919641 2.43182212741007e-11 1.53650919668913e-10 "KRAUS_UNC" 0 0
"134" "cluster_260" 1136.73909727285 2029.81368281415 243.664511731564 0.120042796929887 -3.05837925646107 8.14843731527382e-08 3.22177380850388e-07 "KRAUS_UNC" 0.0999875015623047 0.00882302961341189
"135" "cluster_263" 3984.17181484464 5579.09273582807 2389.25089386121 0.42825079398982 -1.22347217377572 9.0798923412297e-06 2.65481995794756e-05 "KRAUS_UNC" 0.00812398450193726 0.000556820886337633
"137" "cluster_268" 300.792263160616 407.444968385004 194.139557936228 0.476480440305208 -1.069511102691 0.000176969515724113 0.000417945484866427 "KRAUS_UNC" 0.00662417197850269 0.000402227898970662
"139" "cluster_275" 991.885763353868 108.568721475416 1875.20280523232 17.2720354421502 4.11036620376813 7.4599932483469e-14 6.35320152277398e-13 "KRAUS_UNC" 0 0
"144" "cluster_283" 84.1249634674357 133.07880345841 35.1711234764616 0.264287944905166 -1.91981747475911 3.38235780467819e-06 1.04920291106706e-05 "KRAUS_UNC" 0.117735283089614 0.010710164969384
"147" "cluster_287" 628.492368644109 465.737168335674 791.247568952544 1.69891437219857 0.764613140386998 0.00454969108712897 0.00833536625245584 "KRAUS_UNC" 0 0
"148" "cluster_290" 1884.43841310275 734.977796966725 3033.89902923878 4.1278784770911 2.04540049908513 1.12777094195372e-05 3.24875712921969e-05 "KRAUS_UNC" 0.0101237345331834 0.000744870861008079
"149" "cluster_291" 379.957772345311 580.958857839066 178.956686851555 0.3080367644573 -1.69882554677588 8.34308410560427e-10 4.33889777394342e-09 "KRAUS_UNC" 0 0
"151" "cluster_293" 5546.67554672865 75.876012951424 11017.4750805059 145.20366387147 7.18193404656921 1.47359427861732e-70 9.41224854687751e-68 "KRAUS_UNC" 0 0
"152" "cluster_294" 842.60874133404 1030.97448794652 654.242994721564 0.634586987719433 -0.65611015595944 0.0126907123082161 0.0213773542741611 "KRAUS_UNC" 0.372703412073491 0.042644042983306
"153" "cluster_295" 347.23875196392 489.114890375456 205.362613552384 0.419865797573129 -1.25199982441235 1.52936446763388e-06 5.01648681120244e-06 "KRAUS_UNC" 0 0
"154" "cluster_297" 61109.7573106913 40754.7948942907 81464.7197270918 1.99889902374418 0.99920559483242 0.000379358984283943 0.000844007670544326 "KRAUS_UNC" 0.00537432820897388 0.000324290828703723
"156" "cluster_304" 2633.45171186979 888.164112676098 4378.73931106348 4.93010159785678 2.30161737747821 7.59329092340404e-17 9.32700385102041e-16 "KRAUS_UNC" 0 0
"157" "cluster_309" 3140.64587652694 2393.88120594665 3887.41054710722 1.62389450965674 0.699457916181821 0.0408444988311778 0.0621020231092523 "KRAUS_UNC" 0.263967004124484 0.0279499966417142
"159" "cluster_311" 406.317015640524 20.8174337995518 791.816597481497 38.0362250748959 5.24930216716451 2.22796142497614e-36 1.8416067025744e-34 "KRAUS_UNC" 0 0
