	Posteriors	FDR
3043	0.0	0.0
3076	0.0	0.0
3079	0.0	0.0
3090	0.0	0.0
3091	0.0	0.0
3094	0.0	0.0
3096	0.0	0.0
3099	0.0	0.0
3103	0.0	0.0
3104	0.0	0.0
3107	0.0	0.0
3111	0.0	0.0
3113	0.0	0.0
3078	0.0	0.0
3041	0.0	0.0
3037	0.0	0.0
3036	0.0	0.0
2984	0.0	0.0
2985	0.0	0.0
2987	0.0	0.0
2988	0.0	0.0
2994	0.0	0.0
2995	0.0	0.0
2996	0.0	0.0
2998	0.0	0.0
3004	0.0	0.0
3006	0.0	0.0
3007	0.0	0.0
3009	0.0	0.0
3011	0.0	0.0
3012	0.0	0.0
3016	0.0	0.0
3017	0.0	0.0
3018	0.0	0.0
3020	0.0	0.0
3023	0.0	0.0
3026	0.0	0.0
3028	0.0	0.0
3029	0.0	0.0
3030	0.0	0.0
3031	0.0	0.0
3034	0.0	0.0
2979	0.0	0.0
3118	0.0	0.0
2821	0.0	0.0
2814	0.0	0.0
2575	0.0	0.0
2576	0.0	0.0
2584	0.0	0.0
2585	0.0	0.0
2588	0.0	0.0
2600	0.0	0.0
2601	0.0	0.0
2603	0.0	0.0
2605	0.0	0.0
2607	0.0	0.0
2608	0.0	0.0
2571	0.0	0.0
2610	0.0	0.0
2615	0.0	0.0
2616	0.0	0.0
2620	0.0	0.0
2622	0.0	0.0
2623	0.0	0.0
2624	0.0	0.0
2627	0.0	0.0
2634	0.0	0.0
2635	0.0	0.0
2637	0.0	0.0
2639	0.0	0.0
2612	0.0	0.0
2567	0.0	0.0
2566	0.0	0.0
2563	0.0	0.0
2478	0.0	0.0
2480	0.0	0.0
2483	0.0	0.0
2494	0.0	0.0
2496	0.0	0.0
2497	0.0	0.0
2503	0.0	0.0
2507	0.0	0.0
2508	0.0	0.0
2510	0.0	0.0
2512	0.0	0.0
2518	0.0	0.0
2524	0.0	0.0
2525	0.0	0.0
2526	0.0	0.0
2529	0.0	0.0
2530	0.0	0.0
2532	0.0	0.0
2537	0.0	0.0
2538	0.0	0.0
2539	0.0	0.0
2547	0.0	0.0
2552	0.0	0.0
2555	0.0	0.0
2559	0.0	0.0
2641	0.0	0.0
2816	0.0	0.0
2645	0.0	0.0
2651	0.0	0.0
2744	0.0	0.0
2745	0.0	0.0
2749	0.0	0.0
2750	0.0	0.0
2751	0.0	0.0
2752	0.0	0.0
2759	0.0	0.0
2770	0.0	0.0
2771	0.0	0.0
2774	0.0	0.0
2776	0.0	0.0
2742	0.0	0.0
2781	0.0	0.0
2785	0.0	0.0
2786	0.0	0.0
2792	0.0	0.0
2795	0.0	0.0
2796	0.0	0.0
2801	0.0	0.0
2805	0.0	0.0
2808	0.0	0.0
2809	0.0	0.0
2810	0.0	0.0
2813	0.0	0.0
2783	0.0	0.0
2741	0.0	0.0
2738	0.0	0.0
2737	0.0	0.0
2657	0.0	0.0
2661	0.0	0.0
2663	0.0	0.0
2664	0.0	0.0
2667	0.0	0.0
2672	0.0	0.0
2683	0.0	0.0
2684	0.0	0.0
2691	0.0	0.0
2693	0.0	0.0
2694	0.0	0.0
2695	0.0	0.0
2697	0.0	0.0
2698	0.0	0.0
2699	0.0	0.0
2701	0.0	0.0
2706	0.0	0.0
2708	0.0	0.0
2711	0.0	0.0
2716	0.0	0.0
2717	0.0	0.0
2724	0.0	0.0
2729	0.0	0.0
2730	0.0	0.0
2733	0.0	0.0
2650	0.0	0.0
1825	0.0	0.0
4414	0.0	0.0
4422	0.0	0.0
6156	0.0	0.0
6157	0.0	0.0
6158	0.0	0.0
6164	0.0	0.0
6166	0.0	0.0
6168	0.0	0.0
6169	0.0	0.0
6171	0.0	0.0
6173	0.0	0.0
6178	0.0	0.0
